iter	MultiRMSE
675	6.633983373
676	6.631507237
677	6.629786465
678	6.627781165
679	6.624996721
680	6.623302247
681	6.621634997
682	6.621123727
683	6.620532524
684	6.619594398
685	6.618346959
686	6.616508082
687	6.614326717
688	6.612009238
689	6.60871382
690	6.605219292
691	6.60427364
692	6.602309233
693	6.599645088
694	6.59743938
695	6.59590942
696	6.594679457
697	6.593632265
698	6.592487926
699	6.59183166
700	6.591154943
701	6.588786447
702	6.586508078
703	6.581143072
704	6.579937148
705	6.578681348
706	6.576850159
707	6.572288041
708	6.570800221
709	6.569437821
710	6.567742677
711	6.563511993
712	6.561926593
713	6.560945555
714	6.560267593
715	6.558557222
716	6.557047853
717	6.555187912
718	6.55283869
719	6.551672991
720	6.549064625
721	6.544690833
722	6.543604256
723	6.542307417
724	6.540380935
725	6.539276332
726	6.538858119
727	6.538028112
728	6.535959308
729	6.530912703
730	6.529606797
731	6.528293096
732	6.526240389
733	6.524108259
734	6.522280568
735	6.521182867
736	6.520348808
737	6.518575034
738	6.517243915
739	6.516041035
740	6.514796216
741	6.511225177
742	6.509126196
743	6.507723224
744	6.50685818
745	6.505540256
746	6.504185587
747	6.502970545
748	6.500863098
749	6.498782918
750	6.496804557
751	6.495854565
752	6.492514186
753	6.491122151
754	6.489444596
755	6.488339108
756	6.485591872
757	6.482546982
758	6.481743433
759	6.48041208
760	6.478272496
761	6.47650436
762	6.475539297
763	6.474048346
764	6.473092675
765	6.469860338
766	6.468870752
767	6.4675005
768	6.46626933
769	6.461901741
770	6.459941199
771	6.458560109
772	6.456047057
773	6.455150161
774	6.453735716
775	6.451885812
776	6.45077112
777	6.448868113
778	6.44759536
779	6.446622346
780	6.444788316
781	6.442894977
782	6.442396517
783	6.44079947
784	6.438957464
785	6.438099996
786	6.437294003
787	6.435983169
788	6.435345428
789	6.432957039
790	6.430981357
791	6.430790228
792	6.429506185
793	6.428259412
794	6.426271203
795	6.424524444
796	6.423518531
797	6.42270092
798	6.421593842
799	6.420369874
800	6.419526108
801	6.418630948
802	6.417585008
803	6.415575871
804	6.413323876
805	6.411551439
806	6.409664906
807	6.408470151
808	6.408402658
809	6.403692511
810	6.402537139
811	6.401683291
812	6.399811789
813	6.399095934
814	6.398212223
815	6.397247291
816	6.396240166
817	6.394776131
818	6.392506653
819	6.391463499
820	6.390148021
821	6.389035351
822	6.386920398
823	6.384182986
824	6.38271239
825	6.380716181
826	6.379994729
827	6.379167355
828	6.377288556
829	6.376855271
830	6.375727596
831	6.374770467
832	6.372418697
833	6.370910592
834	6.37008202
835	6.367407556
836	6.365996788
837	6.364713485
838	6.363926272
839	6.362830919
840	6.36101272
841	6.359662828
842	6.358859927
843	6.358172808
844	6.357018084
845	6.35567125
846	6.354510811
847	6.352319775
848	6.351521901
849	6.349884314
850	6.349315663
851	6.347460755
852	6.3453475
853	6.342368717
854	6.341190074
855	6.340123577
856	6.337887011
857	6.33742233
858	6.336898062
859	6.336224725
860	6.335735079
861	6.33516912
862	6.333573236
863	6.332200991
864	6.330855472
865	6.329569335
866	6.327504817
867	6.325111894
868	6.324314477
869	6.323260339
870	6.322035701
871	6.320124161
872	6.318524292
873	6.316886235
874	6.316110425
875	6.314628232
876	6.313920918
877	6.313078384
878	6.312179376
879	6.310748619
880	6.309585839
881	6.308607358
882	6.306874639
883	6.305889211
884	6.303732107
885	6.301756048
886	6.301513582
887	6.298230424
888	6.296495194
889	6.295613114
890	6.294279783
891	6.293670398
892	6.29219897
893	6.291196775
894	6.289906916
895	6.289097271
896	6.287929829
897	6.286825764
898	6.286335396
899	6.285157742
900	6.283167889
901	6.282414774
902	6.28063014
903	6.277455664
904	6.275775977
905	6.27228598
906	6.269026395
907	6.26751066
908	6.266182545
909	6.265491388
910	6.264897406
911	6.263621076
912	6.263182779
913	6.261128925
914	6.258911892
915	6.258210717
916	6.255003127
917	6.25327646
918	6.251290425
919	6.24962977
920	6.24837142
921	6.247045424
922	6.245394044
923	6.244155654
924	6.243145772
925	6.241163947
926	6.240612834
927	6.238613223
928	6.237092868
929	6.236610857
930	6.234860552
931	6.234339733
932	6.234033134
933	6.232865178
934	6.232119062
935	6.231196847
936	6.230717604
937	6.22903665
938	6.22841747
939	6.22618437
940	6.224145243
941	6.222949327
942	6.222001823
943	6.219401382
944	6.218565735
945	6.217290625
946	6.216399594
947	6.214548047
948	6.213505773
949	6.21234705
950	6.211761457
951	6.210252443
952	6.209756835
953	6.20886163
954	6.207354699
955	6.206282765
956	6.204809607
957	6.203931638
958	6.203331909
959	6.202502162
960	6.201832368
961	6.200957208
962	6.199033588
963	6.198283865
964	6.196377601
965	6.195906412
966	6.19358017
967	6.190694575
968	6.189850523
969	6.18698242
970	6.186046957
971	6.184735391
972	6.183270475
973	6.182345104
974	6.181416572
975	6.180498787
976	6.179752736
977	6.178172782
978	6.177209742
979	6.175831321
980	6.175156643
981	6.173855344
982	6.173098894
983	6.172310136
984	6.171312941
985	6.170655485
986	6.170318077
987	6.169725964
988	6.168907779
989	6.167970835
990	6.166796923
991	6.165327784
992	6.164458793
993	6.16366121
994	6.162990303
995	6.162090471
996	6.159152643
997	6.157566583
998	6.15625809
999	6.155319939
1000	6.154702142
1001	6.153351353
1002	6.152414547
1003	6.151363432
1004	6.14964098
1005	6.149074672
1006	6.148655137
1007	6.147831871
1008	6.146840735
1009	6.146574757
1010	6.145410266
1011	6.143388647
1012	6.142130279
1013	6.140938869
1014	6.139642746
1015	6.13860246
1016	6.13820069
1017	6.137408199
1018	6.136048505
1019	6.135208624
1020	6.132740254
1021	6.1300604
1022	6.129520681
1023	6.128992913
1024	6.128425091
1025	6.128177492
1026	6.127518112
1027	6.124094848
1028	6.123187493
1029	6.122019181
1030	6.121662778
1031	6.120508507
1032	6.119190075
1033	6.118183887
1034	6.116794591
1035	6.115830808
1036	6.114573282
1037	6.112638995
1038	6.111108195
1039	6.110176194
1040	6.109600667
1041	6.108619039
1042	6.106368018
1043	6.105717182
1044	6.104805342
1045	6.103644903
1046	6.101653612
1047	6.100256294
1048	6.099195821
1049	6.098484332
1050	6.09732633
1051	6.09618541
1052	6.09466796
1053	6.093300322
1054	6.092487382
1055	6.09147709
1056	6.090074261
1057	6.089834065
1058	6.088599634
1059	6.088106087
1060	6.086942224
1061	6.086179976
1062	6.084594207
1063	6.084356692
1064	6.083432138
1065	6.082476265
1066	6.081200033
1067	6.080777981
1068	6.079947608
1069	6.077369793
1070	6.076473292
1071	6.074647607
1072	6.072189853
1073	6.071934443
1074	6.070757913
1075	6.068530642
1076	6.066170877
1077	6.064979989
1078	6.064641676
1079	6.062672283
1080	6.061635848
1081	6.060735265
1082	6.060325058
1083	6.059252237
1084	6.058313432
1085	6.056665789
1086	6.054937792
1087	6.053451408
1088	6.052867685
1089	6.050969542
1090	6.049642786
1091	6.048643135
1092	6.047701314
1093	6.046404145
1094	6.045477811
1095	6.041867129
1096	6.04076896
1097	6.039966348
1098	6.039463356
1099	6.036689686
1100	6.035132885
1101	6.034260413
1102	6.033097217
1103	6.032383
1104	6.031423516
1105	6.030252802
1106	6.028859305
1107	6.027279682
1108	6.026715516
1109	6.025523906
1110	6.024624244
1111	6.023229006
1112	6.022043732
1113	6.020350925
1114	6.019056814
1115	6.017822109
1116	6.016872877
1117	6.015256525
1118	6.01328356
1119	6.012653897
1120	6.010766812
1121	6.008918313
1122	6.007868864
1123	6.007574215
1124	6.006257849
1125	6.005864306
1126	6.005081166
1127	6.002883645
1128	6.002112001
1129	6.001418274
1130	6.001027019
1131	5.99973619
1132	5.99899433
1133	5.998007958
1134	5.997284144
1135	5.995785117
1136	5.995308333
1137	5.994821749
1138	5.993775563
1139	5.99312823
1140	5.991741147
1141	5.990935973
1142	5.989122707
1143	5.987948676
1144	5.985739257
1145	5.984627919
1146	5.98396569
1147	5.983334205
1148	5.980771482
1149	5.979604502
1150	5.978004145
1151	5.977129402
1152	5.976441529
1153	5.97575449
1154	5.974145205
1155	5.972762762
1156	5.97105605
1157	5.969176822
1158	5.968323663
1159	5.964804991
1160	5.964298331
1161	5.963160667
1162	5.962327125
1163	5.961512995
1164	5.96006562
1165	5.959172767
1166	5.958326179
1167	5.957615553
1168	5.956890484
1169	5.956482613
1170	5.955925822
1171	5.95529585
1172	5.954146377
1173	5.953029361
1174	5.950679497
1175	5.949720788
1176	5.948582721
1177	5.948478151
1178	5.946827393
1179	5.945423723
1180	5.943731295
1181	5.941904276
1182	5.938898297
1183	5.937871062
1184	5.937434936
1185	5.936860655
1186	5.936223933
1187	5.934565794
1188	5.933840752
1189	5.93324785
1190	5.931878675
1191	5.930984661
1192	5.930364811
1193	5.929148945
1194	5.928686525
1195	5.928356592
1196	5.927622753
1197	5.927033633
1198	5.926845469
1199	5.926163004
1200	5.92526448
1201	5.923279899
1202	5.922313121
1203	5.921434215
1204	5.92124965
1205	5.919722929
1206	5.918864818
1207	5.917569418
1208	5.916486633
1209	5.915546357
1210	5.914867331
1211	5.913434776
1212	5.912931483
1213	5.912821159
1214	5.912421046
1215	5.910623612
1216	5.909123608
1217	5.908527422
1218	5.907782002
1219	5.905806943
1220	5.904650057
1221	5.903561466
1222	5.902895253
1223	5.901945635
1224	5.900368184
1225	5.899075581
1226	5.898323963
1227	5.897085386
1228	5.895501702
1229	5.895330121
1230	5.894809351
1231	5.894264638
1232	5.893456817
1233	5.892240909
1234	5.891733052
1235	5.891378635
1236	5.890105447
1237	5.889087986
1238	5.888468875
1239	5.888198903
1240	5.887844552
1241	5.886597139
1242	5.885897648
1243	5.885517994
1244	5.885258991
1245	5.883315076
1246	5.881863352
1247	5.880211184
1248	5.879501171
1249	5.878095416
1250	5.876492131
1251	5.874549438
1252	5.874028482
1253	5.873474896
1254	5.872579298
1255	5.871841712
1256	5.871233416
1257	5.870349256
1258	5.869143104
1259	5.867956097
1260	5.86712969
1261	5.866586669
1262	5.866156809
1263	5.864908469
1264	5.863096063
1265	5.861631088
1266	5.860542828
1267	5.860280426
1268	5.858608243
1269	5.857733111
1270	5.857091591
1271	5.855575518
1272	5.854484806
1273	5.85356797
1274	5.853152904
1275	5.852967642
1276	5.852514364
1277	5.852010607
1278	5.851582082
1279	5.850514597
1280	5.849544896
1281	5.848563671
1282	5.847843465
1283	5.846905959
1284	5.846104032
1285	5.844643269
1286	5.843245345
1287	5.842055751
1288	5.841261359
1289	5.840447386
1290	5.839906005
1291	5.839128143
1292	5.838666759
1293	5.837864653
1294	5.83675363
1295	5.835478517
1296	5.835125037
1297	5.833679093
1298	5.832498503
1299	5.830935754
1300	5.830381173
1301	5.829603501
1302	5.828631793
1303	5.827366398
1304	5.82639063
1305	5.825628425
1306	5.8241703
1307	5.823321896
1308	5.821839915
1309	5.821233023
1310	5.820668008
1311	5.819943057
1312	5.818325409
1313	5.816913053
1314	5.816715676
1315	5.816321984
1316	5.815121474
1317	5.814415029
1318	5.812991517
1319	5.812323586
1320	5.810391108
1321	5.808770675
1322	5.808386864
1323	5.807300637
1324	5.805201189
1325	5.804417475
1326	5.803541868
1327	5.802166379
1328	5.800081302
1329	5.798879419
1330	5.798271521
1331	5.797410861
1332	5.796038605
1333	5.79516128
1334	5.793560376
1335	5.793241516
1336	5.79125131
1337	5.790766489
1338	5.789946921
1339	5.78885383
1340	5.787842307
1341	5.786415971
1342	5.785155308
1343	5.7840796
1344	5.782932434
1345	5.781827481
1346	5.780604441
1347	5.780159573
1348	5.779026179
1349	5.778176094
1350	5.777613455
1351	5.77678764
1352	5.775764639
1353	5.77498855
1354	5.773625194
1355	5.773107377
1356	5.7729251
1357	5.772321259
1358	5.771249293
1359	5.770628291
1360	5.769467814
1361	5.766371024
1362	5.764465969
1363	5.763880513
1364	5.762626498
1365	5.761877105
1366	5.760840301
1367	5.760670947
1368	5.75970067
1369	5.759388325
1370	5.75828314
1371	5.757191373
1372	5.756568667
1373	5.755853565
1374	5.755422704
1375	5.755044096
1376	5.754779553
1377	5.753060284
1378	5.751635849
1379	5.75118472
1380	5.750109741
1381	5.749530546
1382	5.749257055
1383	5.748879867
1384	5.748473519
1385	5.747905372
1386	5.746936045
1387	5.744957721
1388	5.743292205
1389	5.742515168
1390	5.741021841
1391	5.740210263
1392	5.73986738
1393	5.739090248
1394	5.738533281
1395	5.737500936
1396	5.736994002
1397	5.736618439
1398	5.736064297
1399	5.735457788
1400	5.734907718
1401	5.734651076
1402	5.733294308
1403	5.731713021
1404	5.729739591
1405	5.727342655
1406	5.726696613
1407	5.725668868
1408	5.725356037
1409	5.724630266
1410	5.724390589
1411	5.723506033
1412	5.722433323
1413	5.721598974
1414	5.720717665
1415	5.72037265
1416	5.719744061
1417	5.719092621
1418	5.718700072
1419	5.71741112
1420	5.716754332
1421	5.716498793
1422	5.715592889
1423	5.715090365
1424	5.714013643
1425	5.713102934
1426	5.712195316
1427	5.711090123
1428	5.710776869
1429	5.709939188
1430	5.70910409
1431	5.707713835
1432	5.707031339
1433	5.705299978
1434	5.704119363
1435	5.703484425
1436	5.702636438
1437	5.70204131
1438	5.700962389
1439	5.700264659
1440	5.69933389
1441	5.698467756
1442	5.697814452
1443	5.695921099
1444	5.694831362
1445	5.693874882
1446	5.691928524
1447	5.690958261
1448	5.690782835
1449	5.689604174
1450	5.688429274
1451	5.687584979
1452	5.686567588
1453	5.68464843
1454	5.684082345
1455	5.6834799
1456	5.68295471
1457	5.682145053
1458	5.681935762
1459	5.681039262
1460	5.679916361
1461	5.679003401
1462	5.678214642
1463	5.677747492
1464	5.677346839
1465	5.676365296
1466	5.675067553
1467	5.674155764
1468	5.671906216
1469	5.670910037
1470	5.670123057
1471	5.668926689
1472	5.667997762
1473	5.667424502
1474	5.666631292
1475	5.666135491
1476	5.665541351
1477	5.664896121
1478	5.664052299
1479	5.662770294
1480	5.662172419
1481	5.661925291
1482	5.660668435
1483	5.659983342
1484	5.658910116
1485	5.658611616
1486	5.657745585
1487	5.656807658
1488	5.656592281
1489	5.655632274
1490	5.654927024
1491	5.654337653
1492	5.653718957
1493	5.652697354
1494	5.651185857
1495	5.649981185
1496	5.649381482
1497	5.648930988
1498	5.64808426
1499	5.647473129
